0 0.000000 0.000000 0.000000 0 2 1 3
1 -1.234208 0.712570 0.000000 0 2 0 8
2 2.468416 0.000000 0.000000 0 2 3 5
3 1.234208 0.712570 0.000000 0 3 0 2 10
4 4.936832 0.000000 0.000000 0 2 5 7
5 3.702624 0.712570 0.000000 0 3 2 4 12
6 7.405248 0.000000 0.000000 0 1 7
7 6.171040 0.712570 0.000000 0 3 4 6 14
8 -1.234208 2.137711 0.000000 0 3 1 9 11
9 -2.468416 2.850281 0.000000 0 2 8 16
10 1.234208 2.137711 0.000000 0 3 3 11 13
11 -0.000000 2.850281 0.000000 0 3 8 10 18
12 3.702624 2.137711 0.000000 0 3 5 13 15
13 2.468416 2.850281 0.000000 0 3 10 12 20
14 6.171040 2.137711 0.000000 0 2 7 15
15 4.936832 2.850281 0.000000 0 3 12 14 22
16 -2.468416 4.275422 0.000000 0 3 9 17 19
17 -3.702624 4.987992 0.000000 0 2 16 24
18 0.000000 4.275422 0.000000 0 3 11 19 21
19 -1.234208 4.987992 0.000000 0 3 16 18 26
20 2.468416 4.275422 0.000000 0 3 13 21 23
21 1.234208 4.987992 0.000000 0 3 18 20 28
22 4.936832 4.275422 0.000000 0 2 15 23
23 3.702624 4.987992 0.000000 0 3 20 22 30
24 -3.702624 6.413133 0.000000 0 3 17 25 27
25 -4.936832 7.125703 0.000000 0 1 24
26 -1.234208 6.413133 0.000000 0 3 19 27 29
27 -2.468416 7.125703 0.000000 0 2 24 26
28 1.234208 6.413133 0.000000 0 3 21 29 31
29 -0.000000 7.125703 0.000000 0 2 26 28
30 3.702624 6.413133 0.000000 0 2 23 31
31 2.468416 7.125703 0.000000 0 2 28 30
